"TOA5","CR300-23666","CR300","23666","CR300-CELL205.Std.10.02","CPU:Testbed_code_site_3.CR300","28349","Table_Batt"
"TIMESTAMP","RECORD","station","latitude","longitude","altitude","Batt_Min","PTemp"
"TS","RN","name","decdegrees","decdegrees","m","Volt","Deg c"
"","","Smp","Smp","Smp","Smp","Min","Smp"
"2022-10-06 11:00:00",0,"Site 3",39.10367,-96.60065,335,6.785,27.11
"2022-10-06 12:00:00",1,"Site 3",39.10367,-96.60065,335,12.12,29.23
"2022-10-06 13:00:00",2,"Site 3",39.10367,-96.60065,335,12.11,30.07
"2022-10-06 14:00:00",3,"Site 3",39.10367,-96.60065,335,12.09,30.42
"2022-10-06 15:00:00",4,"Site 3",39.10367,-96.60065,335,12.1,30.69
"2022-10-06 16:00:00",5,"Site 3",39.10367,-96.60065,335,12.07,30.76
"2022-10-06 17:00:00",6,"Site 3",39.10367,-96.60065,335,12.08,30.11
"2022-10-06 18:00:00",7,"Site 3",39.10367,-96.60065,335,12.05,26.22
"2022-10-06 19:00:00",8,"Site 3",39.10367,-96.60065,335,12.04,23.8
"2022-10-06 20:00:00",9,"Site 3",39.10367,-96.60065,335,12.03,21.68
"2022-10-06 21:00:00",10,"Site 3",39.10367,-96.60065,335,12.04,19.9
"2022-10-06 22:00:00",11,"Site 3",39.10367,-96.60065,335,12.02,18.43
"2022-10-06 23:00:00",12,"Site 3",39.10367,-96.60065,335,12,17.03
"2022-10-07 00:00:00",13,"Site 3",39.10367,-96.60065,335,11.99,15.82
"2022-10-07 01:00:00",14,"Site 3",39.10367,-96.60065,335,11.99,14.57
"2022-10-07 02:00:00",15,"Site 3",39.10367,-96.60065,335,12.02,13.78
"2022-10-07 03:00:00",16,"Site 3",39.10367,-96.60065,335,12.02,12.46
"2022-10-07 04:00:00",17,"Site 3",39.10367,-96.60065,335,11.99,11.82
"2022-10-07 05:00:00",18,"Site 3",39.10367,-96.60065,335,11.98,11.14
"2022-10-07 06:00:00",19,"Site 3",39.10367,-96.60065,335,11.98,10.66
"2022-10-07 07:00:00",20,"Site 3",39.10367,-96.60065,335,12.01,11.3
"2022-10-07 08:00:00",21,"Site 3",39.10367,-96.60065,335,12.02,12.19
"2022-10-07 09:00:00",22,"Site 3",39.10367,-96.60065,335,11.99,13.9
"2022-10-07 10:00:00",23,"Site 3",39.10367,-96.60065,335,12.02,12.58
"2022-10-07 11:00:00",24,"Site 3",39.10367,-96.60065,335,12,12.25
"2022-10-07 12:00:00",25,"Site 3",39.10367,-96.60065,335,12.05,14.65
"2022-10-07 13:00:00",26,"Site 3",39.10367,-96.60065,335,12.03,14.16
"2022-10-07 14:00:00",27,"Site 3",39.10367,-96.60065,335,12.02,12.25
"2022-10-07 15:00:00",28,"Site 3",39.10367,-96.60065,335,12.04,13.14
"2022-10-07 16:00:00",29,"Site 3",39.10367,-96.60065,335,12.04,13.83
"2022-10-07 17:00:00",30,"Site 3",39.10367,-96.60065,335,12.03,14.2
"2022-10-07 18:00:00",31,"Site 3",39.10367,-96.60065,335,11.99,13.04
"2022-10-07 19:00:00",32,"Site 3",39.10367,-96.60065,335,12,10.6
"2022-10-07 20:00:00",33,"Site 3",39.10367,-96.60065,335,11.98,8.78
"2022-10-07 21:00:00",34,"Site 3",39.10367,-96.60065,335,12,8.55
"2022-10-07 22:00:00",35,"Site 3",39.10367,-96.60065,335,11.98,8.29
"2022-10-07 23:00:00",36,"Site 3",39.10367,-96.60065,335,11.98,8.92
"2022-10-08 00:00:00",37,"Site 3",39.10367,-96.60065,335,11.99,9.53
"2022-10-08 01:00:00",38,"Site 3",39.10367,-96.60065,335,11.96,9.96
"2022-10-08 02:00:00",39,"Site 3",39.10367,-96.60065,335,11.97,10.03
"2022-10-08 03:00:00",40,"Site 3",39.10367,-96.60065,335,11.97,8.77
"2022-10-08 04:00:00",41,"Site 3",39.10367,-96.60065,335,11.97,8.51
"2022-10-08 05:00:00",42,"Site 3",39.10367,-96.60065,335,11.96,8.42
"2022-10-08 06:00:00",43,"Site 3",39.10367,-96.60065,335,11.96,8.57
"2022-10-08 07:00:00",44,"Site 3",39.10367,-96.60065,335,11.97,8.9
"2022-10-08 08:00:00",45,"Site 3",39.10367,-96.60065,335,11.97,10.41
"2022-10-08 09:00:00",46,"Site 3",39.10367,-96.60065,335,11.98,14
"2022-10-08 10:00:00",47,"Site 3",39.10367,-96.60065,335,12.04,15.6
"2022-10-08 11:00:00",48,"Site 3",39.10367,-96.60065,335,12.07,17.89
"2022-10-08 12:00:00",49,"Site 3",39.10367,-96.60065,335,12.1,19.68
"2022-10-08 13:00:00",50,"Site 3",39.10367,-96.60065,335,12.08,20.9
"2022-10-08 14:00:00",51,"Site 3",39.10367,-96.60065,335,12.09,21.65
"2022-10-08 15:00:00",52,"Site 3",39.10367,-96.60065,335,12.07,22.13
"2022-10-08 16:00:00",53,"Site 3",39.10367,-96.60065,335,12.05,23.43
"2022-10-08 17:00:00",54,"Site 3",39.10367,-96.60065,335,12.08,22.08
"2022-10-08 18:00:00",55,"Site 3",39.10367,-96.60065,335,12.01,18.41
"2022-10-08 19:00:00",56,"Site 3",39.10367,-96.60065,335,12.01,13.86
"2022-10-08 20:00:00",57,"Site 3",39.10367,-96.60065,335,11.98,11.2
"2022-10-08 21:00:00",58,"Site 3",39.10367,-96.60065,335,11.99,9.99
"2022-10-08 22:00:00",59,"Site 3",39.10367,-96.60065,335,11.97,9.84
"2022-10-08 23:00:00",60,"Site 3",39.10367,-96.60065,335,11.96,9.46
"2022-10-09 00:00:00",61,"Site 3",39.10367,-96.60065,335,12,8.97
"2022-10-09 01:00:00",62,"Site 3",39.10367,-96.60065,335,11.96,8.9
"2022-10-09 02:00:00",63,"Site 3",39.10367,-96.60065,335,11.97,8.48
"2022-10-09 03:00:00",64,"Site 3",39.10367,-96.60065,335,11.94,8.07
"2022-10-09 04:00:00",65,"Site 3",39.10367,-96.60065,335,11.99,8.07
"2022-10-09 05:00:00",66,"Site 3",39.10367,-96.60065,335,11.97,7.396
"2022-10-09 06:00:00",67,"Site 3",39.10367,-96.60065,335,11.93,7.095
"2022-10-09 07:00:00",68,"Site 3",39.10367,-96.60065,335,11.97,6.421
"2022-10-09 08:00:00",69,"Site 3",39.10367,-96.60065,335,11.93,11.63
"2022-10-09 09:00:00",70,"Site 3",39.10367,-96.60065,335,12.01,18.38
"2022-10-09 10:00:00",71,"Site 3",39.10367,-96.60065,335,11.98,21.29
"2022-10-09 11:00:00",72,"Site 3",39.10367,-96.60065,335,12.03,23.91
"2022-10-09 12:00:00",73,"Site 3",39.10367,-96.60065,335,12.05,26.58
"2022-10-09 13:00:00",74,"Site 3",39.10367,-96.60065,335,12.04,27.32
"2022-10-09 14:00:00",75,"Site 3",39.10367,-96.60065,335,12.08,27.72
"2022-10-09 15:00:00",76,"Site 3",39.10367,-96.60065,335,12.04,28.07
"2022-10-09 16:00:00",77,"Site 3",39.10367,-96.60065,335,12.07,28.95
"2022-10-09 17:00:00",78,"Site 3",39.10367,-96.60065,335,12.05,27.31
"2022-10-09 18:00:00",79,"Site 3",39.10367,-96.60065,335,12,22.56
